,thermoreg_reading,enzyme_activity_index,dual_lobe_signal,stress_variability,habitat_zone,activity_score,fasting_flag,health_outcome,thermoreg_reading_fahrenheit
1229,54.7,122.0,1.2000000000000002,-5.1000000000000005,c2,4.0,1.0,1,37.09568982717349
1230,45.8,89.0,4.4,-4.3,c2,2.0,0.0,0,27.05402640982925
1231,41.2,84.0,1.5,4.800000000000001,,4.0,1.0,1,21.895084109561047
1232,40.7,97.0,0.6000000000000001,0.4,c3,4.0,0.0,0,21.34284501291555
1233,50.900000000000006,123.0,,-3.0,c4,2.0,0.0,1,32.77854987729316
1234,52.8,118.0,3.8,-2.0,c1,4.0,1.0,1,34.943088819103835
1235,,129.0,5.4,2.8000000000000003,c2,1.0,0.0,0,24.86726752587877
1236,50.400000000000006,101.0,-1.3,-7.6,c1,2.0,1.0,1,
1237,54.7,72.0,-1.0,-2.6,c4,,1.0,1,
1238,55.1,138.0,1.0,0.7000000000000001,c3,1.0,1.0,0,37.56371643198771
1239,62.6,115.0,-0.1,-4.0,c1,1.0,1.0,0,45.9669210811024
1240,-18.91867350217315,97.0,-2.7,,c2,5.0,0.0,1,
1241,,106.0,-0.1,-3.8,c2,2.0,0.0,0,22.988377105191105
1242,63.6,133.0,-1.1,0.9,,1.0,0.0,0,47.1522758858422
1243,45.900000000000006,59.0,4.2,2.9000000000000004,c2,4.0,1.0,1,27.221211458998567
1244,58.5,133.0,7.5,-1.8,c1,3.0,1.0,0,41.403855312089846
1245,50.7,152.0,6.0,6.7,c3,3.0,,0,32.6118796344598
1246,46.900000000000006,104.0,5.5,5.5,c1,5.0,0.0,1,28.29065559388729
1247,35.7,69.0,4.800000000000001,3.4000000000000004,c3,4.0,1.0,1,15.730728262025604
1248,48.8,53.0,-2.0,3.6,c2,4.0,1.0,0,30.455919408052868
1249,37.7,135.0,5.5,3.3000000000000003,c3,3.0,0.0,1,
1250,57.900000000000006,100.0,,-2.7,c2,3.0,0.0,1,40.70569312258495
1251,62.3,287.9243446177227,4.9,4.7,c1,4.0,,1,45.65113391425323
1252,43.8,93.0,4.2,5.800000000000001,c4,2.0,0.0,0,
1253,52.6,132.0,3.7,0.7000000000000001,c4,1.0,0.0,0,
1254,44.400000000000006,124.0,-3.8,-7.7,c2,3.0,1.0,1,
1255,45.1,74.0,2.2,4.5,c3,2.0,0.0,0,
1256,56.400000000000006,108.0,-1.3,1.1,c2,2.0,1.0,1,38.97045233478834
1257,49.900000000000006,100.0,1.3,4.9,c2,4.0,0.0,1,31.65315564340929
1258,64.10000000000001,150.0,,-1.8,c1,4.0,1.0,0,47.656832377379104
1259,46.3,110.0,-0.3,-8.9,c2,2.0,0.0,0,
1260,,121.0,3.6,,c1,3.0,0.0,0,40.994026992270406
1261,50.900000000000006,126.0,-1.1,-2.4000000000000004,c3,2.0,0.0,0,32.876720716620035
1262,56.5,74.0,-0.1,3.5,c4,3.0,1.0,1,39.1620020876981
1263,46.6,106.0,6.1000000000000005,8.200000000000001,c1,1.0,1.0,0,27.97558108403048
1264,49.8,106.0,5.9,6.1000000000000005,c3,5.0,1.0,0,31.55397046203576
1265,49.2,97.0,2.3000000000000003,-8.4,c1,1.0,0.0,0,30.960510086309583
1266,43.5,82.0,4.2,-1.4,,4.0,0.0,1,24.475485966387915
1267,55.5,113.0,3.8,0.1,c1,2.0,1.0,1,37.958733811235774
1268,55.400000000000006,94.0,1.6,-1.7000000000000002,c2,4.0,0.0,1,37.85224105020528
1269,54.900000000000006,182.0,2.4000000000000004,1.2000000000000002,c4,2.0,0.0,0,37.3419922541501
1270,62.5,158.0,3.3000000000000003,7.5,c1,4.0,0.0,0,45.8326908852588
1271,61.8,,-1.2000000000000002,0.6000000000000001,c5,5.0,1.0,1,45.04410321112673
1272,47.2,81.0,4.2,-1.8,c2,5.0,,1,28.62549779135778
1273,53.1,80.0,-1.2000000000000002,-6.2,c1,5.0,1.0,1,
1274,45.2,86.0,5.1000000000000005,-1.0,c2,3.0,0.0,1,
1275,50.3,104.0,0.2,-2.0,c3,3.0,1.0,0,
1276,45.400000000000006,53.0,0.1,1.9,c2,,0.0,1,26.602254957930217
1277,63.1,,5.2,7.1000000000000005,,5.0,0.0,0,
1278,53.1,134.0,4.2,0.5,c1,3.0,0.0,1,35.27328335308667
1279,,37.0,-6.0,-7.0,c3,2.0,1.0,0,30.0377378470602
1280,59.7,92.0,2.0,7.2,c2,1.0,1.0,0,42.742567146707394
1281,32.800000000000004,104.0,-1.8,-9.5,c5,2.0,0.0,1,12.464461311841298
1282,34.0,83.0,1.8,2.6,,3.0,0.0,1,13.873076646212391
1283,56.5,,0.3,0.9,c1,4.0,1.0,1,
1284,50.6,121.0,0.2,-2.7,c4,2.0,1.0,1,
1285,52.2,88.0,2.4000000000000004,0.4,c1,2.0,0.0,1,34.254016702346846
1286,39.5,76.0,1.6,1.6,c1,1.0,1.0,1,20.062435070133063
1287,50.0,69.0,-2.4000000000000004,-5.0,,1.0,0.0,0,31.790896602346702
1288,66.2,128.0,5.6000000000000005,0.6000000000000001,c1,4.0,0.0,0,
1289,56.8,139.0,-1.2000000000000002,-5.7,c2,2.0,0.0,1,39.417796578162765
1290,51.5,90.0,6.7,12.1,c2,5.0,1.0,0,33.52735890628531
1291,46.6,112.0,2.2,-1.6,c3,1.0,0.0,0,
1292,47.0,94.0,-0.3,-1.1,c2,4.0,0.0,1,28.44884433317545
1293,33.1,101.0,2.4000000000000004,3.8,c3,1.0,1.0,0,12.83721899719984
1294,52.2,91.0,6.2,2.9000000000000004,c5,3.0,0.0,1,34.31876378829045
1295,56.900000000000006,154.0,5.0,2.9000000000000004,c3,4.0,1.0,0,39.609347976336686
1296,37.5,98.0,4.5,4.5,c1,2.0,1.0,1,17.81942605546446
1297,44.900000000000006,,-6.1000000000000005,-10.5,c3,3.0,1.0,0,
1298,,92.0,2.6,-5.800000000000001,c4,4.0,0.0,0,21.582818309899203
1299,42.400000000000006,75.0,2.8000000000000003,-2.2,c2,2.0,1.0,0,23.311839246721128
1300,50.6,,2.1,7.5,c3,3.0,0.0,0,32.481334641397105
1301,112.81867350217316,79.0,-2.9000000000000004,-6.6000000000000005,c2,3.0,0.0,0,13.24038060510373
1302,55.1,76.0,-4.1000000000000005,-4.6000000000000005,c1,4.0,1.0,1,37.52843394521358
1303,56.2,94.0,3.0,-4.6000000000000005,c3,2.0,,0,38.78469562940314
1304,48.1,72.0,3.8,7.4,c2,3.0,1.0,0,29.74007670766779
1305,30.3,82.0,4.7,1.2000000000000002,c1,5.0,0.0,1,9.673623410139124
1306,42.2,103.0,4.2,0.2,c2,4.0,1.0,1,23.032232365978498
1307,,151.0,0.9,-1.3,c2,1.0,1.0,0,43.096117406924265
1308,27.9,54.0,1.6,10.4,c3,2.0,1.0,0,6.99805147344285
1309,47.400000000000006,74.0,3.2,3.0,c4,2.0,0.0,1,28.87228929025833
1310,40.7,45.0,-2.7,-4.6000000000000005,c3,3.0,1.0,0,21.37999299379467
1311,,119.0,4.9,-9.5,c5,2.0,1.0,1,39.24113271426353
1312,44.8,129.0,5.1000000000000005,8.6,c1,3.0,0.0,0,
1313,53.400000000000006,104.0,-4.2,-8.200000000000001,,5.0,1.0,1,35.6355861866205
1314,54.7,109.0,2.2,-3.3000000000000003,,4.0,0.0,0,37.08914377252184
1315,64.9,125.0,5.300000000000001,-0.2,c3,1.0,0.0,0,
1316,48.5,105.0,1.5,5.9,c4,3.0,0.0,0,30.173522506921667
1317,53.2,,4.2,1.9,c3,4.0,0.0,0,35.3843993266035
1318,38.3,132.0,4.0,-4.6000000000000005,c1,2.0,0.0,1,18.63450068785308
1319,59.7,130.0,0.4,-2.1,c3,1.0,1.0,0,42.713722069643694
1320,44.1,105.0,,-1.5,c1,5.0,0.0,1,25.15542036735772
1321,45.7,86.0,0.3,0.2,c2,4.0,0.0,1,26.95321252321029
1322,50.0,97.0,-0.8,,c3,5.0,1.0,0,31.799769846357105
1323,37.6,76.0,3.9,-4.800000000000001,c3,4.0,0.0,0,17.934040891941354
1324,52.0,94.0,3.2,0.8,c2,4.0,1.0,1,34.05893026036044
1325,,117.0,7.800000000000001,5.0,c3,4.0,1.0,0,40.70719645632509
1326,52.5,121.0,3.5,-3.9,c5,3.0,0.0,1,
1327,37.4,81.0,4.5,-6.0,c1,2.0,1.0,0,
1328,49.2,91.0,-1.6,,c1,1.0,0.0,1,30.885716351033064
1329,56.1,114.0,-1.4,-4.0,c1,3.0,1.0,1,38.67826012681542
1330,35.1,49.0,-2.4000000000000004,-4.7,c2,,0.0,0,15.098101106306828
1331,41.6,108.0,1.1,2.6,c1,4.0,,1,
1332,,101.0,-3.4000000000000004,,c2,3.0,0.0,1,
1333,52.3,73.0,1.2000000000000002,-0.3,c1,5.0,1.0,1,34.43085890777558
1334,53.5,118.0,0.7000000000000001,1.8,c1,2.0,0.0,0,35.70774423914079
1335,65.0,139.0,5.800000000000001,2.7,c1,3.0,1.0,0,
1336,53.900000000000006,84.0,5.2,-3.0,c5,2.0,0.0,1,36.21697500655582
1337,55.400000000000006,126.0,6.1000000000000005,0.9,c1,2.0,1.0,1,37.92099209389861
1338,71.9,154.0,-0.5,-4.0,c1,3.0,0.0,0,
1339,48.400000000000006,151.0,6.2,-2.9000000000000004,c1,1.0,0.0,0,
1340,43.8,83.0,4.3,3.8,c5,4.0,0.0,1,
1341,53.6,105.0,0.6000000000000001,-1.1,c2,1.0,1.0,0,35.850167584224195
1342,53.7,90.0,1.2000000000000002,-3.3000000000000003,c4,5.0,0.0,1,
1343,45.900000000000006,107.0,-4.0,-0.9,c1,2.0,0.0,1,27.25956147248413
1344,41.900000000000006,86.0,5.6000000000000005,1.1,c1,3.0,1.0,1,22.708426824006377
1345,68.60000000000001,347.4235460644291,3.8,8.0,c2,5.0,1.0,0,52.7885997988107
1346,52.8,93.0,0.5,-2.3000000000000003,c3,4.0,1.0,0,34.941591233492204
1347,44.3,103.0,2.4000000000000004,-3.6,c4,2.0,0.0,0,25.40943156738132
1348,57.5,106.0,-1.1,-6.5,c1,2.0,1.0,1,40.24337272051639
1349,49.3,49.0,-2.1,-3.0,c5,1.0,0.0,1,31.01769363594799
1350,48.1,114.0,6.6000000000000005,-0.4,c2,3.0,1.0,1,29.72406698313952
1351,54.7,61.0,3.8,2.3000000000000003,c2,4.0,0.0,1,37.06045584723044
1352,39.8,79.0,3.1,-0.6000000000000001,,5.0,1.0,1,20.37305958591479
1353,53.0,,2.9000000000000004,,c2,2.0,0.0,1,35.17364483525455
1354,65.5,126.0,1.4,-0.6000000000000001,c3,1.0,0.0,0,49.21659326958577
1355,53.900000000000006,108.0,-0.1,2.5,c2,2.0,0.0,1,36.19559895977579
1356,47.1,96.0,3.0,-1.2000000000000002,c1,5.0,0.0,1,28.61409106594882
1357,46.1,103.0,-0.1,-0.9,c1,5.0,1.0,1,27.43605247614582
1358,46.900000000000006,92.0,5.0,4.6000000000000005,c5,2.0,0.0,1,28.30694023989401
1359,48.1,167.0,2.6,-4.5,,3.0,0.0,0,29.71433589756997
1360,47.1,86.0,-2.0,-1.1,c5,4.0,0.0,1,28.59974120517555
1361,57.5,80.0,-0.6000000000000001,1.3,c3,3.0,0.0,1,
1362,36.3,39.0,0.3,2.8000000000000003,c3,5.0,0.0,0,
1363,57.1,130.0,-3.4000000000000004,-9.3,c1,4.0,1.0,1,
1364,47.1,52.0,4.0,-2.5,c3,4.0,0.0,0,28.58282127371695
1365,53.2,73.0,-0.2,-2.0,c2,3.0,0.0,1,35.39253007125835
1366,41.1,49.0,8.200000000000001,5.1000000000000005,c2,2.0,0.0,1,21.857108808192223
1367,60.8,131.0,-0.6000000000000001,-2.1,c3,2.0,1.0,0,43.95767960164493
1368,60.1,153.0,-0.1,-3.2,c1,5.0,,1,43.21071464154686
1369,,88.0,3.9,,c2,2.0,1.0,1,40.63631473175066
1370,38.0,91.0,-2.4000000000000004,-14.5,c3,2.0,1.0,0,18.367207017858146
1371,56.8,40.0,-0.7000000000000001,0.5,c4,4.0,0.0,1,39.46208963959448
1372,53.400000000000006,86.0,5.7,9.6,c2,1.0,1.0,1,35.64369578872138
1373,,95.0,-0.1,-4.1000000000000005,c2,4.0,0.0,0,17.552558775806894
1374,50.0,92.0,-2.3000000000000003,-2.8000000000000003,c2,3.0,1.0,1,31.781323546062666
1375,53.1,132.0,-1.1,4.6000000000000005,c1,1.0,0.0,0,
1376,54.6,48.0,2.4000000000000004,0.6000000000000001,c1,2.0,1.0,1,
1377,51.6,83.0,4.9,4.0,c4,2.0,1.0,1,33.5953523025397
1378,52.5,117.0,-0.9,,c1,2.0,0.0,0,34.62108275162642
1379,62.0,132.0,2.8000000000000003,9.5,c2,2.0,1.0,0,45.26250253027786
1380,60.0,131.0,7.9,0.8,c2,5.0,1.0,0,43.03430518919612
1381,27.200000000000003,67.0,-0.6000000000000001,-3.9,c5,5.0,1.0,0,6.196505415955308
1382,47.6,65.0,-0.0,2.1,c3,2.0,,0,29.14305300646086
1383,48.8,77.0,0.5,1.0,c3,3.0,0.0,0,30.51814075210444
1384,36.1,139.0,0.2,1.5,c3,3.0,1.0,1,16.23111284545726
1385,50.900000000000006,68.0,-1.3,-13.9,c1,2.0,0.0,0,32.84764752409081
1386,60.2,79.0,7.6,-3.3000000000000003,c2,5.0,1.0,1,43.23881995169456
1387,41.5,104.0,3.5,9.0,c1,1.0,0.0,0,22.22088926368469
1388,52.900000000000006,76.0,,0.2,c2,5.0,1.0,1,35.02760844820885
1389,,317.4210334036234,4.7,4.0,c1,,0.0,0,23.757588704332058
1390,44.8,,5.800000000000001,-1.8,c4,3.0,0.0,0,25.95279178688291
1391,62.0,114.0,-1.3,-4.5,c1,5.0,1.0,1,45.29654270753032
1392,45.8,101.0,1.3,1.9,c1,3.0,,1,27.11697961899357
1393,53.900000000000006,57.0,4.1000000000000005,-3.9,c2,4.0,0.0,1,
1394,35.2,103.0,2.3000000000000003,-2.5,c1,,1.0,1,15.159036955451118
1395,65.10000000000001,65.0,5.300000000000001,4.6000000000000005,c1,,0.0,1,
1396,55.0,279.3434268897909,4.4,4.7,c5,2.0,0.0,1,
1397,48.7,101.0,2.9000000000000004,-1.3,c1,3.0,1.0,1,30.357501416147645
1398,54.8,123.0,-2.1,0.7000000000000001,c3,2.0,0.0,1,37.179918589999055
1399,38.900000000000006,41.0,-0.4,2.0,c3,3.0,0.0,0,
1400,,102.0,0.4,-8.9,c1,3.0,0.0,1,
1401,47.6,51.0,4.1000000000000005,8.9,c1,1.0,0.0,1,29.08413702053213
1402,48.5,89.0,4.800000000000001,7.5,c2,4.0,0.0,1,30.16337436456409
1403,46.2,72.0,6.1000000000000005,4.6000000000000005,c4,2.0,1.0,1,27.57509946531064
1404,45.5,75.0,2.0,-0.4,c3,3.0,0.0,0,26.774137375289737
1405,55.7,127.0,3.8,5.0,,5.0,1.0,0,38.25203550465568
1406,52.2,111.0,7.2,7.0,c1,2.0,0.0,0,34.30316165093801
1407,55.400000000000006,124.0,-1.5,-4.1000000000000005,c3,3.0,1.0,0,37.86573327262736
1408,50.1,97.0,0.2,5.4,c2,5.0,0.0,1,31.920847794629857
1409,54.3,127.0,4.6000000000000005,-6.5,c1,3.0,1.0,1,36.61879829969463
1410,46.8,94.0,5.800000000000001,0.7000000000000001,c3,5.0,1.0,0,28.230361304674656
1411,68.0,117.0,-1.1,-0.6000000000000001,c5,1.0,0.0,1,
1412,37.6,95.0,4.6000000000000005,2.2,c4,2.0,1.0,1,
1413,60.3,106.0,0.4,1.7000000000000002,c3,4.0,0.0,0,43.34843591206686
1414,,110.0,1.0,-6.6000000000000005,c5,,0.0,1,
1415,43.3,118.0,4.5,1.3,c2,2.0,1.0,1,24.330570746309657
1416,68.0,157.0,-2.1,1.4,,2.0,0.0,0,52.06346249500376
1417,58.1,,4.4,-4.1000000000000005,c2,4.0,0.0,1,40.95941254650786
1418,57.900000000000006,137.0,3.9,0.8,c3,4.0,0.0,0,40.740251061406205
1419,50.400000000000006,66.0,3.0,-1.3,c4,3.0,1.0,0,32.25219968323289
1420,48.400000000000006,90.0,,1.2000000000000002,c5,5.0,,1,
1421,48.5,77.0,3.4000000000000004,3.1,c2,3.0,0.0,1,
1422,53.3,106.0,-2.1,,c2,4.0,0.0,1,
1423,61.400000000000006,139.0,4.7,1.3,c1,1.0,0.0,0,
1424,51.6,118.0,1.0,-0.4,c3,5.0,1.0,0,33.63182796075277
1425,42.900000000000006,99.0,2.9000000000000004,0.3,c3,,,0,23.79700739176439
1426,,115.0,3.9,1.6,c3,5.0,0.0,0,39.419843561464816
1427,57.5,109.0,-1.0,3.7,c1,5.0,1.0,1,40.29035671755313
1428,55.400000000000006,142.0,-2.8000000000000003,-9.1,c2,4.0,0.0,1,37.89193575603007
1429,56.1,69.0,1.1,0.8,c1,,0.0,1,
1430,48.0,79.0,0.7000000000000001,-5.0,c2,5.0,1.0,0,29.561646828579725
1431,42.7,99.0,3.4000000000000004,9.7,c1,2.0,1.0,0,23.639097495824785
1432,-36.11867350217315,130.0,3.7,2.0,c4,5.0,0.0,1,24.186259124232983
1433,37.1,69.0,3.1,-4.2,c4,3.0,1.0,0,17.28083076387928
1434,52.1,97.0,1.5,-1.3,c3,2.0,0.0,0,34.13253750391355
1435,49.5,64.0,5.5,-3.0,c1,2.0,1.0,1,31.24896095096065
1436,46.6,80.0,-1.6,-5.7,c2,2.0,0.0,0,28.04011065923262
1437,26.5,80.0,5.800000000000001,6.1000000000000005,c1,4.0,0.0,1,5.3994305808943714
1438,40.2,126.0,-5.6000000000000005,-0.7000000000000001,c1,4.0,0.0,1,20.77414277275248
1439,59.1,108.0,4.0,6.4,c2,3.0,0.0,0,42.0875658626285
1440,44.8,70.0,-2.8000000000000003,-4.5,c1,3.0,0.0,0,26.018365999431825
1441,53.0,107.0,,1.0,c4,2.0,0.0,1,35.24532509891157
1442,39.0,38.0,-1.3,0.7000000000000001,c5,2.0,1.0,0,19.483831130222693
1443,61.7,153.0,6.2,13.3,c5,4.0,0.0,0,44.94834934123308
1444,49.0,,5.0,0.2,c1,3.0,1.0,1,30.703751059507912
1445,52.5,113.0,0.2,5.0,c2,1.0,1.0,0,
1446,68.8,140.0,-0.8,-7.0,c1,4.0,0.0,0,52.93201812693516
1447,62.3,138.0,,5.800000000000001,c3,5.0,0.0,0,
1448,47.7,103.0,2.9000000000000004,,c2,4.0,,1,29.24090940841648
1449,45.400000000000006,92.0,4.800000000000001,,c2,1.0,0.0,0,26.66101833616677
1450,47.6,108.0,6.9,3.2,c1,4.0,1.0,1,29.070094896324218
1451,54.2,130.0,5.0,-0.6000000000000001,c1,1.0,0.0,1,36.58908423628882
1452,49.3,147.0,-0.2,0.0,c1,1.0,0.0,1,31.05298279174216
1453,47.0,,-2.8000000000000003,1.1,c1,2.0,0.0,1,28.442802694968755
1454,61.900000000000006,71.0,4.3,-6.800000000000001,c1,3.0,0.0,1,45.20463125638138
1455,49.2,57.0,7.2,4.0,c4,4.0,0.0,1,30.972110973999467
1456,68.60000000000001,83.0,1.8,-4.7,c1,4.0,1.0,1,52.696301837335874
1457,50.900000000000006,69.0,4.800000000000001,6.4,,2.0,0.0,1,32.81668307376956
1458,,89.0,3.5,,,3.0,0.0,0,48.06786554802255
1459,53.0,94.0,2.9000000000000004,0.1,c4,2.0,0.0,1,35.21587480439564
1460,,136.0,0.1,-4.5,c2,,0.0,1,40.66664515924503
1461,44.400000000000006,108.0,,-5.1000000000000005,c4,2.0,1.0,0,25.47850053634048
1462,43.3,72.0,,9.5,c1,2.0,1.0,0,24.31616699671329
1463,53.8,92.0,5.800000000000001,9.1,c3,5.0,0.0,0,
1464,,168.0,4.4,-6.1000000000000005,c4,2.0,0.0,0,
1465,50.5,117.0,5.7,6.2,c2,2.0,1.0,0,
1466,39.900000000000006,88.0,-4.4,-10.1,,5.0,0.0,0,20.422459984246725
1467,39.3,85.0,5.1000000000000005,0.7000000000000001,c2,1.0,0.0,1,19.757674703396056
1468,38.7,73.0,0.7000000000000001,-6.300000000000001,c3,1.0,0.0,0,
1469,36.0,131.0,8.9,-2.3000000000000003,c4,3.0,1.0,1,16.09140098354557
1470,51.0,97.0,-0.3,-2.0,c2,2.0,1.0,1,32.985368235023785
1471,59.2,120.0,0.3,,c1,5.0,0.0,0,
1472,50.1,56.0,4.0,-2.0,c3,4.0,0.0,0,
1473,32.1,53.0,2.8000000000000003,4.6000000000000005,c1,3.0,1.0,1,11.65626718395933
1474,48.6,83.0,-1.4,1.6,c1,1.0,0.0,1,
1475,48.900000000000006,111.0,3.3000000000000003,4.4,c1,2.0,,1,30.534809030306537
1476,66.9,108.0,5.9,,c2,5.0,0.0,0,50.86398875202896
1477,38.5,82.0,0.7000000000000001,3.0,c2,2.0,0.0,1,18.885758783723997
1478,47.0,243.98055254928315,0.5,6.5,c3,1.0,0.0,0,28.48390157660724
1479,63.8,94.0,2.2,-4.5,c1,2.0,0.0,1,47.35267412490108
1480,53.8,280.98902370774147,3.4000000000000004,4.5,c2,4.0,1.0,1,36.04980507211893
1481,,103.0,2.3000000000000003,6.800000000000001,c3,5.0,0.0,0,
1482,51.1,105.0,0.4,-4.6000000000000005,c2,2.0,1.0,0,33.031259933214905
1483,52.8,100.0,5.2,-11.8,c3,2.0,1.0,0,34.96949184791538
1484,56.400000000000006,88.0,4.7,-2.8000000000000003,c4,4.0,1.0,1,38.998485772506825
1485,43.7,86.0,3.4000000000000004,-1.7000000000000002,c1,2.0,0.0,0,24.714623129965105
1486,57.2,104.0,-2.0,-1.0,c4,2.0,1.0,1,
1487,39.2,54.0,4.0,-0.5,c4,2.0,0.0,0,19.642972848030148
1488,52.8,107.0,5.9,3.6,c2,2.0,0.0,0,34.95531175548384
1489,51.6,152.0,-2.2,,c4,1.0,0.0,1,33.60866866957694
1490,45.2,88.0,-4.7,-6.300000000000001,c2,4.0,1.0,0,26.45336220627103
1491,50.0,,0.6000000000000001,,c4,2.0,0.0,1,31.79583252206918
1492,,132.0,0.8,-3.6,c3,2.0,0.0,0,26.397138626010022
1493,41.6,120.0,4.9,6.1000000000000005,c5,3.0,0.0,1,22.3546880582443
1494,47.3,,7.300000000000001,10.7,c1,,0.0,0,
1495,41.3,84.0,-1.3,-7.6,c3,3.0,0.0,0,22.06410228165505
1496,52.7,84.0,4.3,3.1,c1,2.0,1.0,1,34.90517717683923
1497,41.0,,1.4,-6.5,c5,1.0,1.0,0,21.64923055262873
1498,55.900000000000006,141.0,5.4,-4.3,c1,3.0,1.0,1,38.407793206919465
1499,40.7,,-3.4000000000000004,-0.2,,3.0,1.0,1,21.36668838864062
1500,45.6,68.0,7.6,13.6,c4,2.0,0.0,0,26.903345759770943
1501,45.2,24.0,4.4,0.8,c2,3.0,0.0,0,26.37856932606339
1502,60.8,118.0,4.7,10.3,c3,4.0,0.0,0,43.926320559873545
1503,,80.0,5.2,0.2,c2,1.0,1.0,1,
1504,48.5,78.0,-0.2,-2.8000000000000003,c2,4.0,0.0,1,30.09439577710045
1505,54.2,101.0,6.5,11.2,c4,3.0,0.0,0,36.48847496962751
1506,33.300000000000004,83.0,3.6,-2.4000000000000004,,2.0,0.0,0,13.035268874032807
1507,49.8,79.0,-0.7000000000000001,1.7000000000000002,c2,4.0,0.0,1,31.611797693231832
1508,66.10000000000001,131.0,4.6000000000000005,1.0,c3,4.0,0.0,0,49.97762760024287
1509,-28.118673502173152,99.0,1.6,-3.2,c2,4.0,1.0,1,33.19111855762405
1510,50.7,39.0,3.1,-1.1,c5,3.0,0.0,1,32.61121852252402
1511,54.5,122.0,,-7.4,c3,3.0,1.0,0,36.93315541677976
1512,,100.0,-2.9000000000000004,1.2000000000000002,c2,3.0,1.0,1,40.06044718982911
1513,34.2,39.0,0.2,-0.5,c2,2.0,1.0,0,14.022799763991262
1514,36.7,58.0,2.7,0.1,c1,1.0,0.0,0,
1515,51.8,109.0,6.300000000000001,0.9,c5,5.0,0.0,1,33.89262161977532
1516,44.400000000000006,92.0,5.4,4.4,c1,1.0,0.0,1,
1517,60.7,135.0,-2.3000000000000003,0.1,c1,3.0,1.0,0,43.80822735997923
1518,47.6,108.0,3.7,0.5,c2,2.0,0.0,0,29.163430491032983
1519,34.7,43.0,4.9,6.800000000000001,c3,4.0,0.0,1,
1520,40.0,4.0,5.300000000000001,4.2,c3,3.0,0.0,0,20.587874748404023
1521,28.1,67.0,2.2,-0.1,c1,2.0,0.0,0,7.25291582332482
1522,48.3,114.0,4.9,6.6000000000000005,c1,2.0,0.0,0,29.892870164453782
1523,48.7,92.0,2.9000000000000004,-1.2000000000000002,c1,2.0,0.0,0,30.30454285462055
1524,46.8,112.0,-1.4,-8.1,c3,3.0,0.0,0,
1525,58.8,88.0,,2.2,,3.0,1.0,1,
1526,,107.0,,-2.3000000000000003,c4,4.0,1.0,1,42.78667852865024
1527,48.8,73.0,-0.0,-2.6,c2,2.0,0.0,0,30.466504189795
1528,33.1,90.0,-0.2,3.3000000000000003,c2,4.0,1.0,1,12.787756992708296
1529,55.1,84.0,-0.9,-0.3,c2,2.0,0.0,1,37.555534224430325
1530,-24.718673502173157,163.0,2.9000000000000004,0.5,c4,5.0,0.0,0,36.99824205657718
1531,52.6,91.0,-0.3,-1.9,c3,1.0,1.0,0,34.7845241314125
1532,58.0,,,3.9,c1,4.0,0.0,0,40.83331774377304
1533,40.8,71.0,5.4,5.300000000000001,c1,2.0,1.0,1,21.51654713185064
1534,66.2,164.0,-4.1000000000000005,-5.0,c2,4.0,0.0,0,
1535,42.5,122.0,0.1,-2.2,c2,3.0,0.0,0,23.365150221723187
1536,56.2,102.0,-0.1,-7.4,c5,3.0,0.0,1,38.74300634480769
1537,36.7,85.0,2.3000000000000003,,c1,5.0,1.0,1,16.813870750279836
1538,42.7,122.0,-0.7000000000000001,-1.0,c4,3.0,,1,23.627617814569543
1539,62.3,129.0,4.6000000000000005,3.2,c4,2.0,1.0,0,45.64731782052802
1540,48.1,72.0,-1.8,-9.5,c2,3.0,0.0,0,29.651901592992356
1541,56.900000000000006,114.0,-2.2,-5.9,,1.0,1.0,1,39.55930344619518
1542,52.1,83.0,0.2,-5.4,c1,2.0,0.0,1,34.132598498473214
1543,49.3,103.0,-1.0,3.3000000000000003,c3,2.0,0.0,0,
1544,61.1,98.0,-1.8,-2.1,c1,3.0,,1,44.2746529243942
1545,48.3,107.0,3.4000000000000004,3.2,c4,5.0,0.0,1,29.870070578132896
1546,35.9,28.0,-0.9,-2.6,c3,2.0,0.0,0,15.973357031928764
1547,43.7,59.0,5.4,0.5,c3,4.0,1.0,0,24.770839172434652
1548,54.6,86.0,5.9,1.7000000000000002,c3,5.0,0.0,1,
1549,53.3,101.0,4.1000000000000005,4.0,c1,3.0,1.0,1,
1550,37.6,38.0,4.4,1.1,c3,4.0,1.0,0,17.896475747881055
1551,44.400000000000006,67.0,2.1,2.4000000000000004,c2,4.0,1.0,0,25.48091732532619
1552,45.5,114.0,3.7,2.2,c1,2.0,0.0,1,26.76450785717978
1553,47.2,120.0,-0.1,-0.4,c1,5.0,0.0,1,28.710773652971973
1554,,14.0,3.4000000000000004,2.9000000000000004,c2,2.0,1.0,0,19.616777702586035
1555,45.1,76.0,-0.9,-4.6000000000000005,c2,1.0,0.0,0,26.344660026924693
1556,44.3,302.83665635367475,4.5,1.0,c1,4.0,0.0,1,
1557,56.3,121.0,3.2,5.1000000000000005,c2,2.0,1.0,0,38.94379933785727
1558,56.6,122.0,4.800000000000001,10.3,c5,1.0,1.0,0,39.28209179891219
1559,49.0,114.0,0.1,2.4000000000000004,c2,2.0,0.0,0,30.687705877200656
1560,47.0,,4.1000000000000005,-9.8,c1,,0.0,0,28.471641837163418
1561,51.3,108.0,3.2,-2.0,c2,2.0,0.0,1,33.25931880835202
